v_products_model,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_last_modified,v_specials_expires_date,v_products_price,v_products_weight,v_last_modified,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_categories_name_2,v_categories_name_3,v_categories_name_4,v_categories_name_5,v_categories_name_6,v_categories_name_7,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
Game Uniforms 148,sexylingerie-us/sexylingerie/8322.jpg,3PC Gothic Angel Costume,"Product Name: <strong>3PC Gothic Angel Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3PC Gothic Angel Costume includes dress with bows,lace-up waist cincher and G string.",,33,,0001-01-01,57,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 149,sexylingerie-us/sexylingerie/8323.jpg,3Pc School Girl Costume,"Product Name: <strong>3Pc School Girl Costume</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3Pc School Girl Costume includes tie top, pleated suspender skirt and g string.",,25,,0001-01-01,44,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 150,sexylingerie-us/sexylingerie/8327.jpg,Sensual Mystique Dark Angel Costume,"Product Name: <strong>Sensual Mystique Dark Angel Costume</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ PU<br>
Feature: sensual mystique Dark Angel Costume includes Foil Front Lace-Up Dress with Built-in Petticoat.",,32,,0001-01-01,56,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 151,sexylingerie-us/sexylingerie/8330.jpg,2Pc Deluxe Snow Costume,"Product Name: <strong>2Pc Deluxe Snow Costume</strong><br>
Colors: Black/Yellow/Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 2Pc Deluxe Snow Costume includes cloth with bow and headband.",,40.2,,0001-01-01,67,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 152,sexylingerie-us/sexylingerie/8331.jpg,Queen of Darkness Costume,"Product Name: <strong>Queen of Darkness Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ PU<br>
Feature: Queen of Darkness Costume includesmini dress, skirt and headband.",,38,,0001-01-01,63,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 153,sexylingerie-us/sexylingerie/8332.jpg,4Pc. Queen of the Nile Costume,"Product Name: <strong>4Pc. Queen of the Nile Costume</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+PU<br>
Feature: 4Pc. Queen of the Nile Costume includes dress, collar, headband and armbands.",,32,,0001-01-01,54,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 154,sexylingerie-us/sexylingerie/8339.jpg,2pc Goddess Of Sparta Costume,"Product Name: <strong>2pc Goddess Of Sparta Costume</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 2pc Goddess Of Sparta costume Includes Gown & Headband.",,37,,0001-01-01,63,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 155,sexylingerie-us/sexylingerie/8340.jpg,3Pc Witch Mama Costume,"Product Name: <strong>2pc Goddess Of Sparta Costume</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3pc Goddess Of Sparta costume Includes Gown & Headband.",,42,,0001-01-01,74,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 156,sexylingerie-us/sexylingerie/8341.jpg,3 PCS Honey Bee Costume,"Product Name: <strong>3 PCS Honey Bee Costume</strong><br>
Colors: Yellow<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3 PCS Honey Bee Costume includes lace-up dress with built-in petticoat, wings and Tentacles.",,32,,0001-01-01,56,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 157,sexylingerie-us/sexylingerie/8342.jpg,2Pc Flirty First Mate Costume,"Product Name: <strong>2Pc Flirty First Mate Costume</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: This 2Pc Flirty First Mate Costume includes dress and hat.","Product Name: <strong>3Pc Witch Mama Costume</strong><br>Colors: Black<br>Sizes: One Size Fits Most<br>Materials: Acrylic+PU<br>Feature: 3Pc Witch Mama Costume includes cut out gown, waist cincher and hat.",38,,0001-01-01,65,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 158,sexylingerie-us/sexylingerie/8344.jpg,Two Piece Sexy Sorceress Costume,"Product Name: <strong>Two Piece Sexy Sorceress Costume</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Two Piece Sexy Sorceress Costume includes Puffy Sleeved Dress with Built-in Petticoat and Witch Hat.",,32,,0001-01-01,56,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 159,sexylingerie-us/sexylingerie/8348.jpg,Two Piece Pretty Pink Pixie Costume,"Product Name: <strong>Two Piece Pretty Pink Pixie Costume</strong><br>
Colors: Pink<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Two Piece Pretty Pink Pixie Costume includes Lace-up Dress with Built in Petticoat and Wings.",,38,,0001-01-01,63,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 160,sexylingerie-us/sexylingerie/8349.jpg,Great Womens Costume,"Product Name: <strong>Great Womens Costume</strong><br>
Colors: Red/Blue/Gold<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+PU<br>
Feature: Great Womens Costume is all grown up and is ready for some action of her own! Kara of Argo City, daughter of Alura and t scare very easily. From an idyllic society, on a planet known as Krypton, this lovely lady emerges,please notice without shoes.",,43,,0001-01-01,77,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 161,sexylingerie-us/sexylingerie/8351.jpg,Two Piece Sexy Queen of Hearts Costume,"Product Name: <strong>Two Piece Sexy Queen of Hearts Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Two Piece Sexy Queen of Hearts Costume includes Velvet Top with Ruffles, High Padded Collar, and Zip-up Back. Quilted Trim Heart Skirt with Two Layer Petticoat.",,42,,0001-01-01,74,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 162,sexylingerie-us/sexylingerie/8352.jpg,2Pc Queen of Felines Costume,"Product Name: <strong>2Pc Queen of Felines Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ PU<br>
Feature: 2Pc Queen of Felines Costume includes long sleeve catsuit with lace-up detail and ears.",,42,,0001-01-01,72,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 163,sexylingerie-us/sexylingerie/8353.jpg,3 PCLil Devil Costume,"Product Name: <strong>3 PCLil Devil Costume</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3 PCLil Devil Costume Head Piece, Pitch Fork and DressLil-Devil-Costume.",,43,,0001-01-01,78,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 164,sexylingerie-us/sexylingerie/8360.jpg,Five Piece Above the Law Sexy Police Costume,"Product Name: <strong>Five Piece Above the Law Sexy Police Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ PU<br>
Feature: Five Piece Above the Law Sexy Police Costume includes Zipper Front Mini Dress, Belt, Collar with attached Tie, Police Hat, and Toy Hand Cuffs.",,47,,0001-01-01,83,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 165,sexylingerie-us/sexylingerie/8363.jpg,Three Piece French Maid Costume,"Product Name: <strong>Three Piece French Maid Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Three Piece French Maid Costume includes Sheer Back/Sides Dress with Back Lace-up, Apron and Satin Ribbon for Hair.",,34,,0001-01-01,58,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 166,sexylingerie-us/sexylingerie/8364.jpg,Three Piece Sexy Sailor Costume,"Product Name: <strong>Three Piece Sexy Sailor Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Three Piece Sexy Sailor Costume includes Top with Attached Collar, Back Bow Mini Skirt with Attached Petticoat, and Sailor Hat with Embroidered Anchor.",,38,,0001-01-01,67,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 167,sexylingerie-us/sexylingerie/8368.jpg,2Pc Super Leather Costume,"Product Name: <strong>2Pc Super Leather Costume</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 2 pc Super Costume without the Leather belt.",,27,,0001-01-01,45,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 168,sexylingerie-us/sexylingerie/8372.jpg,Ultra Sexy Fantasy Catholic Nun Costume,"Product Name: <strong>Ultra Sexy Fantasy Catholic Nun Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Vinyl<br>
Feature: This ultra sexy fantasy Catholic nun costume includes the micro mini skirt, crop top, headpiece. The mini skirt is gathered allover and has a white waistband with cross embroidery. The slick black crop top has flowing bell sleeves, fishnet panels and white collar with cross embroidery. This sexy nun costume come complete with tradition nun headpiece (in non-traditional vinyl fabric) and punishment ruler.",,38,,0001-01-01,72,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 169,sexylingerie-us/sexylingerie/8373.jpg,5 Pc Hot And Spicy Costume,"Product Name: <strong>5 Pc Hot And Spicy Costume</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 5 Pc Hot And Spicy Costume. Includes sleeveless double breasted top, skirt with built-in petticoat, cuffs, choker and hat.",,35,,0001-01-01,59,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 170,sexylingerie-us/sexylingerie/8375.jpg,Anchor's Away Costume,"Product Name: <strong>Anchor's Away Costume</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Anchor's Away Costume includes long sleeve dress, neck scarf and hat, belt, toghter.",,43,,0001-01-01,77,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 171,sexylingerie-us/sexylingerie/8377.jpg,Bound To Please Costume,"Product Name: <strong>Bound To Please Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Bound To Please costume Includes zipper front top, skirt with pockets, belt, handcuffs, badge, baton and hat.",,42,,0001-01-01,74,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 172,sexylingerie-us/sexylingerie/8378.jpg,3 Piece Sexy Indian Costume,"Product Name: <strong>3 Piece Sexy Indian Costume</strong><br>
Colors: Brown<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+Feathers<br>
Feature: 3 Piece Sexy Indian Costume includes Ultra Suede Dress, Arm Bands and Headband with Feathers.",,27.6,,0001-01-01,46,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 173,sexylingerie-us/sexylingerie/8379.jpg,4pc Seventies Hippie Babe Costume,"Product Name: <strong>4pc Seventies Hippie Babe Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 4pc Seventies Hippie Babe Costume. Includes Vest, Top & Skirt, Fringed Leg Warmer.",,47,,0001-01-01,83,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 174,sexylingerie-us/sexylingerie/8380.jpg,3 Piece Hot Chef Costume,"Product Name: <strong>3 Piece Hot Chef Costume</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3 Piece Hot Chef Costume feat ures a white button front cropped jacket, matchingfitted skirt and chef's hat.",,37,,0001-01-01,61,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 175,sexylingerie-us/sexylingerie/8382.jpg,Cowgirl Sheriff Costume,"Product Name: <strong>Cowgirl Sheriff Costume</strong><br>
Colors: Grey<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ PU<br>
Feature: Cowgirl Sheriff costume Includes Vest, Skirt, Shown With Gloves Style.",,37,,0001-01-01,63,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 176,sexylingerie-us/sexylingerie/8384.jpg,Naughty Principal Costume,"Product Name: <strong>Naughty Principal Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Nylon+ Spandex<br>
Feature: Naughty Principal Costume includes Nylon/Spandex Dress with Buttons & Garter Belt. ",,30,,0001-01-01,50,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 177,sexylingerie-us/sexylingerie/8385.jpg,Cropped Ruffle Polka Dot Costume,"Product Name: <strong>Cropped Ruffle Polka Dot Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: four piece costume includes cropped ruffle polka dot top, apron, matching skirt and bonnet.",,37,,0001-01-01,63,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 178,sexylingerie-us/sexylingerie/8386.jpg,Awesome Rockin Tigress Costume,"Product Name: <strong>Awesome Rockin Tigress Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: This awesome Rockin Tigress Costume includes a catsuit with lace up detail, gloves, ears and tail.",,42,,0001-01-01,77,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 179,sexylingerie-us/sexylingerie/8387.jpg,5pc Tea Party Tease Costume,"Product Name: <strong>5pc Tea Party Tease Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic<br>
Feature: 5pc Tea Party Tease costume Includes Embossed Satin Jacket with Tuxedo Tails & Bow, Velvet Skirt, Bow Tie & Hat with a Large Ribbon Bow,Boot Covers.",,63,,0001-01-01,111,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 180,sexylingerie-us/sexylingerie/8388.jpg,3pc Looking Glass Alice Costume,"Product Name: <strong>3pc Looking Glass Alice Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3pc Looking Glass Alice Costume Includes Dress with Ribbon Details, Apron & Headband.",,38,,0001-01-01,67,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 181,sexylingerie-us/sexylingerie/8389.jpg,Fantasy Princess Costume,"Product Name: <strong>Fantasy Princess Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Fantasy Princess costume Includes Dress with Lace-Up Detail & Bows.",,41,,0001-01-01,73,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 182,sexylingerie-us/sexylingerie/8390.jpg,Sexy Naughty Pussycat Costume,"Product Name: <strong>Sexy Naughty Pussycat Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: This Sexy Naughty Pussycat Costume includes the hood with connected animal ears, the dress,Leg warmers/stockings and tail.",,50,,0001-01-01,86,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 183,sexylingerie-us/sexylingerie/8391.jpg,2 piece Fallen Angel Costume,"Product Name: <strong>2 piece Fallen Angel Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: PU+ Spandex<br>
Feature: 2 piece Fallen Angel costume Includes Dress with Ruffles, Roses & Lace-Up Detatils On The Sides and matching gloves. ",,36,,0001-01-01,57,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 184,sexylingerie-us/sexylingerie/8392.jpg,3PC Lil Devil Set Costume,"Product Name: <strong>3PC Lil Devil Set Costume</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3PC Lil Devil Set Costume.",,42,,0001-01-01,77,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 185,sexylingerie-us/sexylingerie/8394.jpg,Sweet Alice Costume,"Product Name: <strong>Sweet Alice Costume</strong><br>
Colors: Light Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sweet Alice Costume Includes Dress with Ribbon Belt and Headband.",,37,,0001-01-01,63,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 187,sexylingerie-us/sexylingerie/8396.jpg,Black Widow Gown Costume,"Product Name: <strong>Black Widow Gown Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Black Widow Gown Costume with matching hat.",,42,,0001-01-01,77,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 188,sexylingerie-us/sexylingerie/8398.jpg,Six Piece Vice Patrol Cop Costume,"Product Name: <strong>Six Piece Vice Patrol Cop Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ PU<br>
Feature: Six Piece Vice Patrol Cop Costume includes Nylon/Spandex Zipper Front Catsuit, Hat, Badge, Handcuffs, Belt and Baton.",,52,,0001-01-01,93,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 189,sexylingerie-us/sexylingerie/8399.jpg,3pc Cruel Intentions Costume,"Product Name: <strong>3pc Cruel Intentions Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3pc Cruel Intentions costume Includes Cape, Rhine Stone Studded Corset & Skirt.",,49,,0001-01-01,86,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 190,sexylingerie-us/sexylingerie/8400.jpg,Black Tie Bunny Costume,"Product Name: <strong>Black Tie Bunny Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Black Tie Bunny Costume include Dress, vest, , neck piece and bunny ears head band.",,34,,0001-01-01,56,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 191,sexylingerie-us/sexylingerie/8402.jpg,2 Piece Candy Witch Costume,"Product Name: <strong>2 Piece Candy Witch Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 2 Piece Candy Witch. Includes Lace-Up Hat, Dress with Built-In Petticoat & Lace-Up Details.",,35,,0001-01-01,59,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 192,sexylingerie-us/sexylingerie/8403.jpg,4 Piece Pirate Maiden Costume,"Product Name: <strong>4 Piece Pirate Maiden Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ PU<br>
Feature: 4 Piece Pirate Maiden Costume includes Ruffled Dress, Adjustable Zipper Front Corset Adorned with a Bow, Hat & boot covers.",,64,,0001-01-01,118,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 193,sexylingerie-us/sexylingerie/8404.jpg,One Piece Costume with Long Back Gown,"Product Name: <strong>One Piece Costume with Long Back Gown</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: One piece costume include long back gown with lace up back detail, bow accents and puff sleeves.",,58,,0001-01-01,102,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 194,sexylingerie-us/sexylingerie/8405.jpg,Three Piece Sweetheart Sailor Costume,"Product Name: <strong>Three Piece Sweetheart Sailor Costume</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Three Piece Sweetheart Sailor Costume includes Dress with Attached Collar, Belt, and Hat with Bow.",,39,,0001-01-01,67,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 195,sexylingerie-us/sexylingerie/8406.jpg,3pc Elegant Witch Costume,"Product Name: <strong>3pc Elegant Witch Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3pc Elegant Witch. Includes Lace-Up Tube Dress, Lace-Up Hat & Detached Sleeves.",,53,,0001-01-01,92,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 196,sexylingerie-us/sexylingerie/8407.jpg,Burning Desire Costume,"Product Name: <strong>Burning Desire Costume</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Power Net<br>
Feature: Burning Desire Costume Includes sequin front halter top with attached sequin G-string, mesh circle ruffles and front zipper closure,  Mesh gloves, Sequin horns, and Sequin pitchfork. Fabric: Power Net, Sequin Stretch and Stretch Mesh.",,30,,0001-01-01,53,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 197,sexylingerie-us/sexylingerie/8408.jpg,Puff Sleeves Costume with Long Back Gown Costume,"Product Name: <strong>Puff Sleeves Costume with Long Back Gown Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: One piece costume include long back gown with lace up back detail,bow accents and puff sleeves.",,48,,0001-01-01,86,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 198,sexylingerie-us/sexylingerie/8409.jpg,Cauldron Cutie Costume,"Product Name: <strong>Cauldron Cutie Costume</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Cauldron Cutie Costume includes long sleeve dress, hat.",,35,,0001-01-01,63,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 199,sexylingerie-us/sexylingerie/8410.jpg,2Pc Goth Vampire Costume,"Product Name: <strong>2Pc Goth Vampire Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 2Pc Goth Vampire Costume include gloves and clothing.",,39,,0001-01-01,70,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 200,sexylingerie-us/sexylingerie/8411.jpg,5 Pc Diane Tawed Costume,"Product Name: <strong>5 Pc Diane Tawed Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Lace<br>
Feature: 5 Pc Diane Tawed Costume includes dress with attached sleeves, veil, neck piece and leg garter.",,30,,0001-01-01,53,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 201,sexylingerie-us/sexylingerie/8412.jpg,Halter Mesh Lace Costume,"Product Name: <strong>Halter Mesh Lace Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Stretch Mesh<br>
Feature: Halter Mesh Lace Costume Costume includes dress with neck piece and stockings.",,25,,0001-01-01,46,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 202,sexylingerie-us/sexylingerie/8413.jpg,4 PC Sparkle Witch Adult Costume,"Product Name: <strong>4 PC Sparkle Witch Adult Costume</strong><br>
Colors: As the picture<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 4 PC Sparkle Witch Adult Costume Costume features a witch-style dress with black sleeveless bodice with purple lace-up, green trim and attached garters with green bows, as well as a purple skirt with black petticoat,Witch hat and g string.",,44,,0001-01-01,76,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
Game Uniforms 203,sexylingerie-us/sexylingerie/8414.jpg,Anchor and Stars Applique Dress with Hat,"Product Name: <strong>Anchor and Stars Applique Dress with Hat</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Two piece costume includes hat, flair out dress with anchor and stars applique.",,43,,0001-01-01,73,0,2012-8-12 22:15,2012-8-12 22:15,0,,Game Costumes,,,,,,,--none--,1,0,1,0,1,0
